FacultyArea,InstitutionType,ReviewText,AverageRating,Sentiment
İletişim Fakültesi,üniversite,"Dersi kitaptan anlatır. Sesi arka taraftan hiç duyulmaz. Sınavları zordur ve genellikle klasiktir. Ne uzun yazmanızı ne de kısa yazmanızı ister. Bölüm başkanıdır, o yüzden kimse bir şey diyemez.",1.6,0.0
Fizik,lise,"Ders anlatımını geliştirebilir. İnsanlarla olan iletişimi çok zayıf, bunu güçlendirebilir.",2.4,0.0
Tarih,lise,Çok iyi bir öğretmen.,4.2,1.0
Matematik,lise,Harika bir öğretmen.,4.6,1.0
Türk Dili ve Edebiyatı,lise,"Gayet bilgili, kültürlü ve edebiyata hakim bir öğretmen.  Derslerinde ana temanın dışında gerek güncel gerekse de tarihî konuları derse katması derin dinlenebilirliğini ve dersten alınan zevki artırıyor.",4.0,1.0
Muhasebe ve Finansman,lise,Sınıf öğretmenimdi ve harika bir insandı. Okuyorsa notum ''sizi seviyoruz hocam''.,5.0,1.0
Biyoloji,lise,"Murat hocam benim... Adamın dibidir kendisi. Tıpkı baba oğul gibiyiz. Oturun dakikalarca teori tartışın, bilimsel muhabbetler edin. Çok iyidir. Ders anlatışı, ilgilenişi zaten müthiş. 7. sınıftan lise 2'ye kadar bana öğretmenlik yaptı. Feni sevmişsem onun sayesindedir. Hakkını asla ödeyemem.",3.85,1.0
Biyoloji,lise,Gördüğüm en iyi biyoloji öğretmeni. :),4.8,1.0
Fen Edebiyat Fakültesi,üniversite,Mükemmel bir insan.,3.4,
Eğitim Fakültesi,üniversite,Seçmeli derslerde seçmediğim için çok pişmanım. Dersin dolu geçmediği dakika yoktu.,4.4,1.0
Eğitim Fakültesi,üniversite,Mesleğinin hakkını verdiği için teşekkürü borç bilirim. Derslerini kaçırmak istemediğim okulun kaliteli öğretmeninden bir tanesi. :),4.8,1.0
Biyoloji,lise,Lise hayatımda en çok sevdiğim hoca kendisidir. Bir hocadan daha fazlası benim için ve halen de öyle. İyi ki varsınız ve sizi çok seviyorum.❤❤,4.0,1.0
Tarih,lise,Hocam sizi çok seviyorum. Harika ders anlatıyorsunuz. Öğrencilerinizi önemsiyorsunuz.,4.5,1.0
Felsefe,lise,"Hocam, meslek lisesi öğrencisi olduğum için ben ve arkadaşlarıma hiçbir öğretmen inanmazken siz bize inandınız ve sonuna kadar destek oldunuz. Kitap okumaya teşvik ettiniz. Çok kıymetli nasihatler verdiniz. Her şey için çok teşekkür ederim hocam. Esen kalın.",4.4,1.0
Ziraat Fakültesi,üniversite,"Kendini beğenmiş, kızlara karşı hassasiyeti olan, adaletsiz, ezberci zihniyet... ve buna benzer. 1 yılımı uzattı haksız yere ve kafasına göre bağırdı çağırdı artislik yaptı. Elimiz mahkumdu bir şey yapamadık ama üzerinden 6 yıl geçmesine rağmen hala unutamıyorum. Hakkım asla helal değil.",2.4,0.0
Biyoloji,lise,Biyolojiyi onunla sevdik. Sayesinde full çektim. Teşekkürler.,4.35,1.0
İngilizce,lise,Hiç İngilizce bilmeyenler ve hiç dinlememiş olanlar için başta anlaşılması zor gelebilir. İngilizce'yi şivesiyle konuşur. İngilizce'yi Türkçe öğrenmiş olanlar için başlarda anlamak zor gelebilir ama yabancı dil sabır işidir. Sabreden ve konuşmaya çalışan zamanla farkında olmadan İngilizce sohbet eder.,3.56,1.0
Fizik,lise,"2002 yılında Mehmet Ali Büyükhanlı Ticaret Meslek Lisesi'nden mezun olurken onu Mertsöz soy ismi ve güler yüzüyle geride bırakmıştık. Doğru, düzgün bir insan olmasının yanı sıra fizik kurallarına aykırı derece başarılıydı. Teknoloji çağına yetişemediğimiz için şimdiki öğrenciler gibi şanslı değiliz.",5.0,1.0
Türk Dili ve Edebiyatı,lise,Lise hayatımda Şule hocamdan ders aldığım için çok şanslıyım. Dersi zevkle dinlediğim hocamdınız. Verdiğiniz emek için teşekkürler Şule Hocam.,5.0,1.0
Tarih,lise,"Okulumuzun en güzide öğretmenlerindendir kendisi. Öğrencileriyle bir baba-oğul, bir ağabey-kardeş ilişkisinde olurken resmiyetten de taviz vermez. Türk gencinin alması gereken tüm bilgileri ideolojik sapkınlıkların yakınından dahi geçirmeksizin doğrudan verir. Milli ruhuna hayran olunası bir insandır.",4.4,1.0
İngilizce Hazırlık Bölümü,üniversite,"Öncelikle merhabalar. :) İngilizce'yi sevdiren, günlük dilde konuşmamızı ilerleten, sadece ders için ders değil, bildiği her bilgiyi öğrencilerine aktarmayı prensip edinmiş Başkent Üniversitesi İngilizce Bölümü değerli öğretmenlerimizden biridir. Sizi çok seviyoruzzzzz. :)",4.47,1.0
İngilizce Hazırlık Bölümü,üniversite,"İyi ki tanımışım dediğim nadir kişilerdendir kendisi. İlk dersinde; ekle-sil de giderim, Jones falan diyor hayırdır dediysem de sonra kalmak gibi iyi bir şey yapmışım. Velhasıl dersleri gerçekten akıcı, öğretici ve spectecular geçen, genel kültür ve telaffuzlarıyla da yeni şeyler katan birisidir. ;)",4.47,1.0
Bilişim Teknolojileri,lise,"O hayatımda tanıdığım en iyi öğretmen! Bana insanlara güvenmemem gerektiğini yeniden öğretti, karşılıksız sevginin anlamsızlığını tatmamı bana en dip noktasına kadar yaşattı, uğruna yaşadığımız umutlarımızın nasıl kırılabileceğini bana yeniden öğretti. Teşekkürler Gözde 21 Mayıs 2018 #blackday",4.2,1.0
İngilizce Hazırlık Bölümü,üniversite,"İngilizce'yi bilmeyen bir insana bile öğrenemez gözüyle bakmaz. Üstüne gidip öğreten rockçı öğretmen. :) Dersi  kendine has anlatıp bilmeyene bile sevdirir, konularla ilgili şarkı bulup dinletmeyi çok sever. Sadece İngilizce öğretmez, her konuyla ilgili bir fikri olur ve şaşırtır. Parti kurun oy verelim. ☺",4.47,1.0
İngilizce,lise,"Öğrencileriyle iyi anlaşan, alanında becerikli bir öğretmen. Kendisini seviyoruz.",5.0,1.0
İngilizce Hazırlık Bölümü,üniversite,"İngilizce derslerini eğlenceli, kılan biraz sivri dilli ama içten ve esprili bir hocadır. İngilizce'ye ilgi duymuyorsanız derslerde hocanın bilgi birikimi sayesinde İngilizce'den başka konularda da öğrenebileceğiniz şeyler bulabilirsiniz.",4.47,1.0
İngilizce,lise,"My wings feel especially flappy today *İN FACT* 
hoa?",3.56,1.0
İngilizce Hazırlık Bölümü,üniversite,Başar Hoca eğlenceli ve güleryüzlü insan. Bu özellikleri derslerine yansıtan biridir. Derslerine severek katıldığım bir hocam. Kendisi çok saygıdeğer bir insan. Başar hocamın göndermelerini seviyorum. :D,4.47,1.0
İngilizce Hazırlık Bölümü,üniversite,"Donanımını, bilgisini bu kadar akıcı ve anlaşır şekilde anlatarak tabu olmuş yabancı dili sevdiren hoca. Dersler sıkıcı değil, Başar Hoca sık sık sohbetle dikkati üzerinde tutmayı başarıyor. İyi ki tanıdık sizi.",4.47,1.0
Biyoloji,lise,Ders anlatış olarak da herşey olarak da bir numara. Bir soru üzerinden tüm konuyu bile özetlediğini hatırlıyorum. Şimdiki öğrencileri değerini bilsinler.,3.85,1.0
Hukuk Fakültesi,üniversite,"İki senedir ders aldığım kıymetli hocam Sn. Hakan Furtun Bey için yorum yapmak bugüne kısmetmiş. Mezun olmaya bir kaç ay kala sunumlarının, anlatımlarının düzenliliği. Anlatımı ve  sunumları takip ederek sınavlarda başarılı olma olasılığı bayağı yüksek. Kıymet bilinmesi gereken hocalarımızdan.",4.31,1.0
Matematik,lise,Cağaloğlu'nu haketmiyor.,1.8,0.0
İngilizce,lise,Öğrencilerinizin akıl sağlığı yerinde mi?,3.56,1.0
İngilizce,lise,Öğrencilerinizin akıl sağlığı yerinde mi? Ha?,3.56,1.0
Türk Dili ve Edebiyatı,lise,Gidince arkasından çok ağlarsınız. Muhteşem hocadır. Hiç beceremeyen bile onunla anlar.,5.0,1.0
Kimya,lise,Çok yardımseverdir. Aynı zamanda neşelidir ama sınavlar biraz zor oluyor.,4.8,1.0
Fransızca,lise,Efsane hoca.,5.0,1.0
Kimya,lise,Hayatımda gördüğüm en iyi hocalardan birisi.,4.4,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,Üniversitelerde asla ders vermemesi gereken birisidir. Anlatıp geçiyor. Öğrendiğim kadarı ile doçent olmuş. İnanılmaz birşey bu.,1.0,0.0
Eğitim Fakültesi,üniversite,"Prof. Dr. Uğur BÜYÜK. Odasında plazma küresi bulunan, öğrendiğim ve öğreneceğim çok şey olan iyi bir insan ve hoca.",3.0,
Beden Eğitimi,lise,Yaktınız beni hocam...,1.0,0.0
Felsefe,lise,Olmadı hocam...,1.0,0.0
Din Kültürü ve Ahlak Bilgisi,lise,Kalbi temiz bir öğretmen. Bunca hatama rağmen bana tavrı hala değişmedi.,4.2,1.0
Biyoloji,lise,Dobra bir insan. Bunca yıllık tecrübesini hissettiriyor.,3.6,1.0
İngilizce,lise,Ani duygusal değişimleri olan hocadır. O gün kendini iyi hissediyorsa size ve iİgilizcenize bir şeyler katabilir. Ama kötü tarafına yakalandıysanız demeyin halinize. Seviyorum sizi hocam.,3.8,1.0
Kimya,lise,Dünyevi işlerden elini ayağını çekmiş pamuk gibi bir öğretmen. Sınıfı susturmak için çaba harcamaz. Dersi dinlemek isteyen gerçekten dinlemek zorundadır yoksa sınıf içindeki goygoy yüzünden bir şey anlayamazsınız.,2.4,0.0
Coğrafya,lise,Türkiye standartlarında kesinlikle farklı bir öğretmen. Vizyonu öğrencilerin ufkunu genişletmeye yardımcı olmakken misyonuysa sürekli kendimizi geliştirmemize yardımcı olması. İşini severek yaptığı kesin.,4.4,1.0
Tarih,lise,Zakir hocamı çok severim. Mükemmel bir öğretmen.,5.0,1.0
İngilizce,lise,Benim İngilizce'den nefret etmemi sağlayan kadın. Sevdiği öğrencilere hep ayrıcalıklar tanır. Onun için bir öğrencinin İngilizce bilmesi zeka ve başarı göstergesidir. İngilizce bilmeyen çocuğu aşağılar çünkü onun için herkes özel ders almış veya kolejden gelmiş olmalıdır.,1.4,0.0
Eğitim Fakültesi,üniversite,Mükemmel ötesi. Model insan ve hoca. Aması ise bu dehşet sınavları. Ya bu kadar zorlaştırmakla ne geçiyor eline?,3.8,1.0
Fizik,lise,"İyi bir hocadır. Güzel fizik anlatır. Derste düzeni de sağlar. Ayrıca güler yüzlüdür, bu özelliğini her zaman sevmişimdir. Yalnız bazen soruyu anlamayanlara anlatmadığı olur, ""Ben aynı şekilde anlatacağım, başka anlatacak var mı?"" diyerek. Bu özelliği de pek iyi değildir kanımca.",3.6,1.0
Türk Dili ve Edebiyatı,lise,"Bize ders kitabındaki soruları deftere cevaplama ödevi verirdi her zaman. Bu ödevin ne işe yaradığı, ne gibi bir öğreticiliği olduğu konusunu hiçbir zaman anlamamışımdır. Boşuna yorulurduk. Ayrıca önündeki kitapta ne varsa yazdırırdı hiç özetlemeden. Çok hızlıydı bu konuda o yüzden bileğimiz ağrırdı.",2.0,0.0
Türk Dili ve Edebiyatı,lise,İyidir. Dil ve Anlatım dersini iyi anlatır tabii bazı eksik yönleri de var.,3.4,
Tarih,lise,Biraz tembel bir hocadır. Gerek anlattıkları gerek yazdırdıklarıyla tarih testi çözemezsiniz.,3.7,1.0
Matematik,lise,"Keşke ders vermese artık. İyi bir hoca değildir, ders anlatmaz soru yazar tahtaya yalnızca. Bilen çözer. Kendisi de çözüyor bazen ama hiç iyi değil gerek anlatım konusunda olsun gerekse getirdiğiniz soruları çözme konusunda. Getirdiğiniz soruları da genel olarak çözemez.",1.8,0.0
Biyoloji,lise,"Genel olarak öğrenciler bu hocadan memnun değildir. Bence gayet iyidir. Sınav haftasında bile ders işler ama bunların dışında iyi ders anlatır. Sınavları da kolaydır, deftere ne yazdırdıysa ondan sorar. İyi de puan verir.",2.0,0.0
Mühendislik Fakültesi,üniversite,"Kariyeri bir anda parlayan, bölümün kendisine verdiği kişisel web sitesinde yeni satın aldığı villa resmini koyan şahsına münhasır bir insandır. Yardım etmeyi sevmez. Bölümün en kötü dönemi kendisi bölüm başkanı iken yaşanmıştır.",1.0,0.0
Mühendislik Fakültesi,üniversite,Egosu yüksek bir hocamız. Küçük dağları ben yarattım havasında. Tavsiye etmem. Mümkün olduğunca ders almamaya çalışın. Kasılmaktan ders anlatamaz.,1.4,0.0
Mühendislik Fakültesi,üniversite,"Bölümün en sevilen hocalarından biridir. Çok yardımcı olur, anlatır. Konusuna çok hakimdir. Bu hocayı da sevmezseniz sorunu kendinizde arayın, öyle bir insandır.",5.0,1.0
Mühendislik Fakültesi,üniversite,"On numara hocadır. Defalarca sor, defalarca anlatır, yardımcı olur. Elektronik bilgisi müthiştir.",4.0,1.0
Mühendislik Fakültesi,üniversite,"Başka üniversitelerden aldığı soruları soran bir hocadır ama eksik kopyalar verdiği bilgiler eksiktir. Oda kapısını kilitler, açmaz; soru sorulmaz, ilginç adamdır.",1.4,0.0
Felsefe,lise,Bir dakika geç kaldım diye yok yazmıştı zamanında.,1.0,0.0
Biyoloji,lise,Az kolay sorsun.,1.0,0.0
Almanca,lise,"Dersime iyiki girmiş. Almanca konusunda oldukça uzman, fedakar bir insan.",5.0,1.0
Fen Edebiyat Fakültesi,üniversite,Tatlı ve halden anlayan bir insandır.,4.0,1.0
Fen Edebiyat Fakültesi,üniversite,"Çok severiz, öneririz.",4.3,1.0
Fen Edebiyat Fakültesi,üniversite,Çok yardımsever bir hocamızdır.,4.5,1.0
Türk Dili ve Edebiyatı,lise,Mükemmel.,5.0,1.0
Müzik,lise,"Hocamız bir müzisyen yetiştirir gibi yetiştirdi. 
Kolaylık (Sınavlar / Ödevler)   Çok Kolay
Anlaşılırlık   Çok Net
Erişilebilirlik   Çok Kolay
Yardımseverlik   Çok Yardımsever",5.0,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,Alanında en iyisi. Hocamızın derslerini alan biri kesinlikle pişman olmaz.,4.4,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,Dersi alırken mecburiyetten almıştım ama sonrasında iyi ki almışım dedim. Gerek anlatımı gerekse mükemmel kişiliği ile çok teşekkür ediyorum kendisine.,4.8,1.0
Kimya,lise,"Yaşama sevinci dolu, zeki kadın.",4.2,1.0
Hukuk Fakültesi,üniversite,Final notunu akademik takvimin üstüne 14 gün geçmesine rağmen açıklayamayacak kadar yoğun bir hocamız. Kıymetini bilin.,4.31,1.0
Biyoloji,lise,Çok iyi bir öğretmen.,5.0,1.0
Matematik,lise,Sınav notlarını 2 ay sonra yazıyor. Bazen hiç yazmıyor. Sınavları çok zor oluyor. Dersleri kısa yol yerine uzun yoldan anlatıyor. Kafalarımız çok karışıyor.,2.7,
Türk Dili ve Edebiyatı,lise,Mükemmel bir hoca. Azar işitmediğim dersi yok. Sınavları çok zor soruyor. Dersi güzel anlatıyor.,2.0,0.0
Matematik,lise,"Klasik, kompleksli hocalarımızdan bir tanesi daha. :) Lise düzeyine uygun olmayan, öğrenciye düşmanlık besleyen düşünce tarzı ve davranışlarıyla çoğunlukla veliler ve öğrenciler tarafından şikayet edilen bir ''öğretmen''.",1.8,0.0
Mühendislik Fakültesi,üniversite,Güzel sohbeti ve anlatımıyla en sevdiğimiz hocalardan biri kendileri.,4.36,1.0
Mühendislik Fakültesi,üniversite,01010011 01110000 01100101 01100011 01101001 01100001 01101100 00100000 01110100 01101000 01111000 00100000 01100110 01101111 01110010 00100000 01110100 01101000 01100101 00100000 01100011 01101111 01100110 01100110 01100101 01100101 00100000 01110011 01101001 01110010 00100000 00111010 00101001,4.36,1.0
Mühendislik Fakültesi,üniversite,"Her şey için teşekkürler hocam, emeğinize sağlık.",4.36,1.0
Mühendislik Fakültesi,üniversite,Bir mühendisin kesinlikle alması gereken önemli bir ders. Önerilir.,4.36,1.0
Tekstil,lise,"Hocama ulaşabilmek için ararken burada hakkında yorumların olduğunu gördüm ve çok sevindim.
Okuduğum üniversitede 1 dönem dersimize girdi ve hayatıma yön vermemi sağladı. İdealist ve gerçek bir öğretmen.",4.94,1.0
Mühendislik Fakültesi,üniversite,This course was very useful and I learned about nuclear energy. Thanks for everything.,4.36,1.0
Mühendislik Fakültesi,üniversite,This course very useful and I learned about digital design process. Thanks for everything.,4.36,1.0
Mühendislik Fakültesi,üniversite,This course was very useful. I learn about digital design  very well. We talk about processing on daily life.,4.36,1.0
Mühendislik Fakültesi,üniversite,This course was very useful. I learn about nuclear energy very well.,4.36,1.0
Mühendislik Fakültesi,üniversite,Nükleer bilimi hakkında daha fazla bilgi isteyenler için alınması gereken bir ders. Eğlenceli ve yararlı.,4.36,1.0
Mühendislik Fakültesi,üniversite,Akademisyen olarak zehir gibi parlak bir zekaya sahip hocamız. Dersleri de o denli disiplinli ve zorluk derecesi biraz yüksek.,3.4,
Mühendislik Fakültesi,üniversite,Bu dersi almak ve öğrenmek benim için büyük bir keyifti. Teşekkürler Hocam! :),4.36,1.0
Mühendislik Fakültesi,üniversite,Sayın Mustafa Hocamın engin bilgi birikimi ve tecrübesi vardır. Özellikle kendi ilgilendiği konularda canlı ansiklopedi demek çok da yanlış olmaz. Dersleri zor lâkin kolay bulunamayacak bilgiler öğrenmek heyecan verici oluyor.,4.36,1.0
Mühendislik Fakültesi,üniversite,"Ders çok yararlı ve eğlenceli geçti. Son ders dönemimde  dersin bana kattığı önemli, yararlı bilgiler olduğunu düşünüyorum.",4.36,1.0
Mühendislik Fakültesi,üniversite,Hocam ilk haftadaki beynin error vermesinden sonra anlayabildim dersi. :) Hala kendimce takıldığım noktalar var. Onları da size gelip sorucam zamanla ve cidden çok zevkli ders işliyorsunuz. Bütün sınıf olarak sizi çok seviyoruz. :),4.36,1.0
Mühendislik Fakültesi,üniversite,This course was very useful.,4.36,1.0
Mühendislik Fakültesi,üniversite,Ders dönemi boyunca derse katmış olduğu genel kültürü ve yardımsever yaklaşımlarıyla birlikte dersi teorilerle sınırlandırmayıp güncel bilgiler ile birlikte enerji politikaları gibi konulara değinmesiyle çok verimli bir dönem geçirdik. Herşey için teşekkürler hocam!,4.36,1.0
Mühendislik Fakültesi,üniversite,Güncel ve ileriye dönük bir çok bakış açısı kazandığım bir ders oldu benim için.,4.36,1.0
Mühendislik Fakültesi,üniversite,Ders dönemi boyunca derse katmış olduğu genel kültürü ve yardımsever yaklaşımlarıyla birlikte dersi teorilerle sınırlandırmayıp güncel bilgiler ile birlikte enerji politikaları gibi konulara değinmesiyle çok verimli bir dönem geçirdik. Herşey için teşekkürler hocam!,4.36,1.0
Mühendislik Fakültesi,üniversite,Böyle zor bir dersi bu öğrencinin anlayabileceği şekilde anlatabilen nadir hocalardan. Kendi hazırladığı slaytlar hemen hemen herkes için anlaşılabilir bir sadelikte. Kendisinden ikinci seçmeli dersim ve hiç hayal kırıklığına uğramadım. Teşekkürler.,4.36,1.0
Mühendislik Fakültesi,üniversite,Ders sırasında verilen ek bilgiler sayesinde dersin daha da eğlenceli ve canlı kalmasını sağladığınız için teşekkür ederim hocam. Kalıplaşmış bilgilerin dışında ufkumuzu açan bir ders oldu. Emeğinize sağlık hocam.,4.36,1.0
Mühendislik Fakültesi,üniversite,Son eğitim-öğretim dönemimde benim için yararlı ve akılda kalıcı bir digital dersi oldu. Çok keyifli ve eğlenceli bir dersti. Emeğiniz için teşekkür ederim hocam.,4.36,1.0
Mühendislik ve Mimarlık Fakültesi,üniversite,Öğrencilere umursamaz bir tavrı var. Egosu yüzünden bir çok öğrenci tarafından sevilmiyor. Kafasına göre ders işliyor. Bilgi birikimi iyi olsa da hocalığı kötü.,3.48,
Hukuk Fakültesi,üniversite,"Hocam, işinizde gayet iyisiniz. Kullandığınız sunumlar vs. gayet güzel oluyor fakat slayttan bağımsız ders anlatmanız öğrencinin dikkatini daha aktif tutacaktır ve bu bağlamda aslında idarecilik ve hocalık statüsünün  bir arada olması bu durumu engelliyor fikrimce.",4.31,1.0
