FacultyArea,InstitutionType,AverageRating,Kolaylık,Anlaşılırlık,DersAnlatımı,Erişilebilirlik,Yardımseverlik,ReviewText,Sentiment
Türk Dili ve Edebiyatı,lise,3.2,3,4,5,1,3,Yorum yok.,
Matematik,lise,5.0,5,5,5,5,5,"Toplama, çıkarmada üstüne yok. Helal olsun.",1.0
Tarih,lise,5.0,5,5,5,5,5,Mükkemmel tek kelime ile.,1.0
Türk Dili ve Edebiyatı,lise,1.0,1,1,1,1,1,"Bu ne yav, böyle hoca mı olur?",0.0
Kimya,lise,2.85,2.5,2.5,3.5,3.5,2.25,Ders kitabına ihtiyacı yok çünkü adam kendi ders kitabını kendi yapıyor. Helal olsun. İnşallah Harvard Üniversitesi'nden davet gelir. http://irfanyamak06.weebly.com/hayalim.html,
Coğrafya,lise,4.73,4.33,4.67,4.67,5,5,dünyanın en mükemmel hocası. :] Bize kendini annemizmişcesine hissettirebiliyor. :),1.0
Coğrafya,lise,4.73,4.33,4.67,4.67,5,5,Dünyada gördüğüm en iyi hocalardan biri. :) Dersini rahatlıkla anlayabiliyoruz. İyi ki tanımışız. :),1.0
Fizik,lise,4.4,2,5,5,5,5,"Battal Hoca mesleğini her yönüyle eksiksiz icra eden bir eğitmendir. Dersine hakimiyeti, öğrencileriyle iletişimi hep üst düzeyde olmuştur. Ahlaki değerler yönünden de ondan çok şey öğrendiğimi söylemeliyim. Ne mutlu ki Battal Hoca'nın öğrencisi olabilmişim.",1.0
Biyoloji,lise,5.0,5,5,5,5,5,"Alanında çok başarılı bir şahsiyet. Öğretmenliğinin yanı sıra tüm öğrencileri için eşsiz bir insan, aydın bir yol gösterici.",1.0
Eğitim Fakültesi,üniversite,4.6,3,5,5,5,5,"Bugüne kadar aldığım eğitim ve öğretim yılı içerisinde gördüğüm en sayılı, en değerli, en merhametli ve en cana yakın hocalardan biri olur kendisi. Dobra ve disiplinli oluşu onu özel kılan ayrı bir durum. :) Onu çok seviyorum, saygılarımla....♥️",1.0
İngilizce,lise,1.2,1.5,1,1,1,1.5,20. yüzyıl metodlarıyla cezalandırmasa ve Bilkent mezunu olmayı en büyük vasfı saymasa İngilizce bilgisinden belki yararlanılabilecek hoca.,0.0
Fizik,lise,5.0,5,5,5,5,5,Hocam sizi çok seviyorum. Çok tatlısınız.,1.0
Fen Edebiyat Fakültesi,üniversite,4.8,4,5,5,5,5,"Kendini öğretmeye adamış değerli bir bilim insanıdır.
İşinin hakkını verir. Öğrencilerine hiçbir konuda yardımını esirgemez. Vefat ettiğini öğrendik. Derin üzüntü içerisindeyiz.",1.0
Felsefe,lise,1.0,1,1,1,1,1,Valla bu adamı çok severim ama ne anlattığı konusunda hiç bir fikrim yok.,0.0
Matematik,lise,5.0,5,5,5,5,5,"Bu hayatta karşılaşacağınız en yardımsever, en anaç insandır kendisi. Bana matematiği sevdiren insan asla öğrenci kayırmaz. Örnek karakter, örnek hocadır. Allah sizden razı olsun hocam, sizi seviyorum.",1.0
İngilizce,lise,1.0,1,1,1,1,1,Yani İngilizce'den nasıl nefret ettirdi bilmiyorum. Öğretmen olmuş olmasına ama tam anlamıyla bir öğretmen olabilmek için egoist olmamalk ve öğrenci kayırmaması gerekiyor. Etiler Lisesi'nde okuduğum 4 yıl boyunca en çok nefret ettiğim insandır.,0.0
Fizik,lise,4.6,3,5,5,5,5,Ali Rıza Hoca ile derse girerseniz 18 dk sonra beyniniz yanmaya başlayacaktır. Ancak korkmanıza gerek yok çünkü daha 10. dakikada size bir şeyler soracak ve bilemeyeceksiniz. Bunun için de korkmanıza gerek yok çünkü ARŞ'niz yok.,1.0
Din Kültürü ve Ahlak Bilgisi,lise,3.8,1,5,5,3,5,Adem Hoca aynı zamanda müdür yardımcılığı da yapmaktadır. Aktepe Lisesi'ni ayakta tutan nadir insanlardandır. Yüze şaplak hareketiyle meşhurdur.,1.0
Beden Eğitimi,lise,2.2,2,3,3,2,1,Genellikle öğrencileri dövmesiyle bilinir. Eğer öğrenci ters bir hareket yaparsa ya da canı sıkılırsa öğrencinin sırtına vurmasıyla meşhurdur. Kız veya erkek hiç fark etmez.,0.0
Tarih,lise,4.8,5,5,5,5,4,Tam bir milliyetçi Türk kadını. Otoriteye sahip. Öğrencilerin ona ayrı bir saygısı var. Ders anlatımı güzel.,1.0
İletişim Fakültesi,üniversite,1.6,1,1,1,1,4,"Dersi kitaptan anlatır. Sesi arka taraftan hiç duyulmaz. Sınavları zordur ve genellikle klasiktir. Ne uzun yazmanızı ne de kısa yazmanızı ister. Bölüm başkanıdır, o yüzden kimse bir şey diyemez.",0.0
Fizik,lise,2.4,5,1,3,1,2,"Ders anlatımını geliştirebilir. İnsanlarla olan iletişimi çok zayıf, bunu güçlendirebilir.",0.0
Tarih,lise,4.2,2,4,5,5,5,Çok iyi bir öğretmen.,1.0
Matematik,lise,4.6,3,5,5,5,5,Harika bir öğretmen.,1.0
Türk Dili ve Edebiyatı,lise,4.0,2,5,4,5,4,"Gayet bilgili, kültürlü ve edebiyata hakim bir öğretmen.  Derslerinde ana temanın dışında gerek güncel gerekse de tarihî konuları derse katması derin dinlenebilirliğini ve dersten alınan zevki artırıyor.",1.0
Muhasebe ve Finansman,lise,5.0,5,5,5,5,5,Sınıf öğretmenimdi ve harika bir insandı. Okuyorsa notum ''sizi seviyoruz hocam''.,1.0
Biyoloji,lise,3.85,3.5,3.75,4,4,4,"Murat hocam benim... Adamın dibidir kendisi. Tıpkı baba oğul gibiyiz. Oturun dakikalarca teori tartışın, bilimsel muhabbetler edin. Çok iyidir. Ders anlatışı, ilgilenişi zaten müthiş. 7. sınıftan lise 2'ye kadar bana öğretmenlik yaptı. Feni sevmişsem onun sayesindedir. Hakkını asla ödeyemem.",1.0
Biyoloji,lise,4.8,4,5,5,5,5,Gördüğüm en iyi biyoloji öğretmeni. :),1.0
Fen Edebiyat Fakültesi,üniversite,3.4,3,4,2,3,5,Mükemmel bir insan.,
Eğitim Fakültesi,üniversite,4.4,2,5,5,5,5,Seçmeli derslerde seçmediğim için çok pişmanım. Dersin dolu geçmediği dakika yoktu.,1.0
Eğitim Fakültesi,üniversite,4.8,4,5,5,5,5,Mesleğinin hakkını verdiği için teşekkürü borç bilirim. Derslerini kaçırmak istemediğim okulun kaliteli öğretmeninden bir tanesi. :),1.0
Biyoloji,lise,4.0,3,5,5,3.5,3.5,Lise hayatımda en çok sevdiğim hoca kendisidir. Bir hocadan daha fazlası benim için ve halen de öyle. İyi ki varsınız ve sizi çok seviyorum.❤❤,1.0
Tarih,lise,4.5,3,5,5,5,4.5,Hocam sizi çok seviyorum. Harika ders anlatıyorsunuz. Öğrencilerinizi önemsiyorsunuz.,1.0
Felsefe,lise,4.4,3,5,5,4,5,"Hocam, meslek lisesi öğrencisi olduğum için ben ve arkadaşlarıma hiçbir öğretmen inanmazken siz bize inandınız ve sonuna kadar destek oldunuz. Kitap okumaya teşvik ettiniz. Çok kıymetli nasihatler verdiniz. Her şey için çok teşekkür ederim hocam. Esen kalın.",1.0
Ziraat Fakültesi,üniversite,2.4,5,2,3,1,1,"Kendini beğenmiş, kızlara karşı hassasiyeti olan, adaletsiz, ezberci zihniyet... ve buna benzer. 1 yılımı uzattı haksız yere ve kafasına göre bağırdı çağırdı artislik yaptı. Elimiz mahkumdu bir şey yapamadık ama üzerinden 6 yıl geçmesine rağmen hala unutamıyorum. Hakkım asla helal değil.",0.0
Biyoloji,lise,4.35,3.5,4.5,4.75,4.5,4.5,Biyolojiyi onunla sevdik. Sayesinde full çektim. Teşekkürler.,1.0
İngilizce,lise,3.56,5,2.6,3.4,3.4,3.4,Hiç İngilizce bilmeyenler ve hiç dinlememiş olanlar için başta anlaşılması zor gelebilir. İngilizce'yi şivesiyle konuşur. İngilizce'yi Türkçe öğrenmiş olanlar için başlarda anlamak zor gelebilir ama yabancı dil sabır işidir. Sabreden ve konuşmaya çalışan zamanla farkında olmadan İngilizce sohbet eder.,1.0
Fizik,lise,5.0,5,5,5,5,5,"2002 yılında Mehmet Ali Büyükhanlı Ticaret Meslek Lisesi'nden mezun olurken onu Mertsöz soy ismi ve güler yüzüyle geride bırakmıştık. Doğru, düzgün bir insan olmasının yanı sıra fizik kurallarına aykırı derece başarılıydı. Teknoloji çağına yetişemediğimiz için şimdiki öğrenciler gibi şanslı değiliz.",1.0
Türk Dili ve Edebiyatı,lise,5.0,5,5,5,5,5,Lise hayatımda Şule hocamdan ders aldığım için çok şanslıyım. Dersi zevkle dinlediğim hocamdınız. Verdiğiniz emek için teşekkürler Şule Hocam.,1.0
Tarih,lise,4.4,2,5,5,5,5,"Okulumuzun en güzide öğretmenlerindendir kendisi. Öğrencileriyle bir baba-oğul, bir ağabey-kardeş ilişkisinde olurken resmiyetten de taviz vermez. Türk gencinin alması gereken tüm bilgileri ideolojik sapkınlıkların yakınından dahi geçirmeksizin doğrudan verir. Milli ruhuna hayran olunası bir insandır.",1.0
İngilizce Hazırlık Bölümü,üniversite,4.47,3.63,4.5,4.63,4.71,4.88,"Öncelikle merhabalar. :) İngilizce'yi sevdiren, günlük dilde konuşmamızı ilerleten, sadece ders için ders değil, bildiği her bilgiyi öğrencilerine aktarmayı prensip edinmiş Başkent Üniversitesi İngilizce Bölümü değerli öğretmenlerimizden biridir. Sizi çok seviyoruzzzzz. :)",1.0
İngilizce Hazırlık Bölümü,üniversite,4.47,3.63,4.5,4.63,4.71,4.88,"İyi ki tanımışım dediğim nadir kişilerdendir kendisi. İlk dersinde; ekle-sil de giderim, Jones falan diyor hayırdır dediysem de sonra kalmak gibi iyi bir şey yapmışım. Velhasıl dersleri gerçekten akıcı, öğretici ve spectecular geçen, genel kültür ve telaffuzlarıyla da yeni şeyler katan birisidir. ;)",1.0
Tarih,lise,1.8,2,2,2,2,1,Yorum yok.,0.0
Bilişim Teknolojileri,lise,4.2,3,5,5,3,5,"O hayatımda tanıdığım en iyi öğretmen! Bana insanlara güvenmemem gerektiğini yeniden öğretti, karşılıksız sevginin anlamsızlığını tatmamı bana en dip noktasına kadar yaşattı, uğruna yaşadığımız umutlarımızın nasıl kırılabileceğini bana yeniden öğretti. Teşekkürler Gözde 21 Mayıs 2018 #blackday",1.0
İngilizce Hazırlık Bölümü,üniversite,4.47,3.63,4.5,4.63,4.71,4.88,"İngilizce'yi bilmeyen bir insana bile öğrenemez gözüyle bakmaz. Üstüne gidip öğreten rockçı öğretmen. :) Dersi  kendine has anlatıp bilmeyene bile sevdirir, konularla ilgili şarkı bulup dinletmeyi çok sever. Sadece İngilizce öğretmez, her konuyla ilgili bir fikri olur ve şaşırtır. Parti kurun oy verelim. ☺",1.0
İngilizce,lise,5.0,5,5,5,5,5,"Öğrencileriyle iyi anlaşan, alanında becerikli bir öğretmen. Kendisini seviyoruz.",1.0
İngilizce Hazırlık Bölümü,üniversite,4.47,3.63,4.5,4.63,4.71,4.88,"İngilizce derslerini eğlenceli, kılan biraz sivri dilli ama içten ve esprili bir hocadır. İngilizce'ye ilgi duymuyorsanız derslerde hocanın bilgi birikimi sayesinde İngilizce'den başka konularda da öğrenebileceğiniz şeyler bulabilirsiniz.",1.0
İngilizce,lise,3.56,5,2.6,3.4,3.4,3.4,"My wings feel especially flappy today *İN FACT* 
hoa?",1.0
İngilizce Hazırlık Bölümü,üniversite,4.47,3.63,4.5,4.63,4.71,4.88,Başar Hoca eğlenceli ve güleryüzlü insan. Bu özellikleri derslerine yansıtan biridir. Derslerine severek katıldığım bir hocam. Kendisi çok saygıdeğer bir insan. Başar hocamın göndermelerini seviyorum. :D,1.0
İngilizce Hazırlık Bölümü,üniversite,4.47,3.63,4.5,4.63,4.71,4.88,"Donanımını, bilgisini bu kadar akıcı ve anlaşır şekilde anlatarak tabu olmuş yabancı dili sevdiren hoca. Dersler sıkıcı değil, Başar Hoca sık sık sohbetle dikkati üzerinde tutmayı başarıyor. İyi ki tanıdık sizi.",1.0
Biyoloji,lise,3.85,3.5,3.75,4,4,4,Ders anlatış olarak da herşey olarak da bir numara. Bir soru üzerinden tüm konuyu bile özetlediğini hatırlıyorum. Şimdiki öğrencileri değerini bilsinler.,1.0
Hukuk Fakültesi,üniversite,4.31,3.39,4.63,4.56,4.45,4.52,"İki senedir ders aldığım kıymetli hocam Sn. Hakan Furtun Bey için yorum yapmak bugüne kısmetmiş. Mezun olmaya bir kaç ay kala sunumlarının, anlatımlarının düzenliliği. Anlatımı ve  sunumları takip ederek sınavlarda başarılı olma olasılığı bayağı yüksek. Kıymet bilinmesi gereken hocalarımızdan.",1.0
Matematik,lise,1.8,3,1,3,1,1,Cağaloğlu'nu haketmiyor.,0.0
İngilizce,lise,3.56,5,2.6,3.4,3.4,3.4,Öğrencilerinizin akıl sağlığı yerinde mi?,1.0
İngilizce,lise,3.56,5,2.6,3.4,3.4,3.4,Öğrencilerinizin akıl sağlığı yerinde mi? Ha?,1.0
Türk Dili ve Edebiyatı,lise,5.0,5,5,5,5,5,Gidince arkasından çok ağlarsınız. Muhteşem hocadır. Hiç beceremeyen bile onunla anlar.,1.0
Kimya,lise,4.8,5,4,5,5,5,Çok yardımseverdir. Aynı zamanda neşelidir ama sınavlar biraz zor oluyor.,1.0
Fransızca,lise,5.0,5,5,5,5,5,Efsane hoca.,1.0
Kimya,lise,4.4,3.5,4.5,4.5,5,4.5,Hayatımda gördüğüm en iyi hocalardan birisi.,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,1.0,1,1,1,1,1,Üniversitelerde asla ders vermemesi gereken birisidir. Anlatıp geçiyor. Öğrendiğim kadarı ile doçent olmuş. İnanılmaz birşey bu.,0.0
Eğitim Fakültesi,üniversite,3.0,3,3,3,3,3,"Prof. Dr. Uğur BÜYÜK. Odasında plazma küresi bulunan, öğrendiğim ve öğreneceğim çok şey olan iyi bir insan ve hoca.",
Beden Eğitimi,lise,1.0,1,1,1,1,1,Yaktınız beni hocam...,0.0
Felsefe,lise,1.0,1,1,1,1,1,Olmadı hocam...,0.0
Din Kültürü ve Ahlak Bilgisi,lise,4.2,4,4,3,5,5,Kalbi temiz bir öğretmen. Bunca hatama rağmen bana tavrı hala değişmedi.,1.0
Biyoloji,lise,3.6,2,4,5,3,4,Dobra bir insan. Bunca yıllık tecrübesini hissettiriyor.,1.0
İngilizce,lise,3.8,4,3,4,4,4,Ani duygusal değişimleri olan hocadır. O gün kendini iyi hissediyorsa size ve iİgilizcenize bir şeyler katabilir. Ama kötü tarafına yakalandıysanız demeyin halinize. Seviyorum sizi hocam.,1.0
Kimya,lise,2.4,4,1.5,1.5,2,3,Dünyevi işlerden elini ayağını çekmiş pamuk gibi bir öğretmen. Sınıfı susturmak için çaba harcamaz. Dersi dinlemek isteyen gerçekten dinlemek zorundadır yoksa sınıf içindeki goygoy yüzünden bir şey anlayamazsınız.,0.0
Coğrafya,lise,4.4,3,5,4,5,5,Türkiye standartlarında kesinlikle farklı bir öğretmen. Vizyonu öğrencilerin ufkunu genişletmeye yardımcı olmakken misyonuysa sürekli kendimizi geliştirmemize yardımcı olması. İşini severek yaptığı kesin.,1.0
Tarih,lise,5.0,5,5,5,5,5,Zakir hocamı çok severim. Mükemmel bir öğretmen.,1.0
İngilizce,lise,1.4,1,2,2,1,1,Benim İngilizce'den nefret etmemi sağlayan kadın. Sevdiği öğrencilere hep ayrıcalıklar tanır. Onun için bir öğrencinin İngilizce bilmesi zeka ve başarı göstergesidir. İngilizce bilmeyen çocuğu aşağılar çünkü onun için herkes özel ders almış veya kolejden gelmiş olmalıdır.,0.0
Eğitim Fakültesi,üniversite,3.8,1,5,5,3,5,Mükemmel ötesi. Model insan ve hoca. Aması ise bu dehşet sınavları. Ya bu kadar zorlaştırmakla ne geçiyor eline?,1.0
Fizik,lise,3.6,4,4,4,3,3,"İyi bir hocadır. Güzel fizik anlatır. Derste düzeni de sağlar. Ayrıca güler yüzlüdür, bu özelliğini her zaman sevmişimdir. Yalnız bazen soruyu anlamayanlara anlatmadığı olur, ""Ben aynı şekilde anlatacağım, başka anlatacak var mı?"" diyerek. Bu özelliği de pek iyi değildir kanımca.",1.0
Türk Dili ve Edebiyatı,lise,2.0,2,2,3,1.5,1.5,"Bize ders kitabındaki soruları deftere cevaplama ödevi verirdi her zaman. Bu ödevin ne işe yaradığı, ne gibi bir öğreticiliği olduğu konusunu hiçbir zaman anlamamışımdır. Boşuna yorulurduk. Ayrıca önündeki kitapta ne varsa yazdırırdı hiç özetlemeden. Çok hızlıydı bu konuda o yüzden bileğimiz ağrırdı.",0.0
Türk Dili ve Edebiyatı,lise,3.4,4,4,3,3,3,İyidir. Dil ve Anlatım dersini iyi anlatır tabii bazı eksik yönleri de var.,
Tarih,lise,3.7,3.5,4.5,4,2.5,4,Biraz tembel bir hocadır. Gerek anlattıkları gerek yazdırdıklarıyla tarih testi çözemezsiniz.,1.0
Matematik,lise,1.8,2,1,1,2.5,2.5,"Keşke ders vermese artık. İyi bir hoca değildir, ders anlatmaz soru yazar tahtaya yalnızca. Bilen çözer. Kendisi de çözüyor bazen ama hiç iyi değil gerek anlatım konusunda olsun gerekse getirdiğiniz soruları çözme konusunda. Getirdiğiniz soruları da genel olarak çözemez.",0.0
Biyoloji,lise,2.0,2,2,2,2,2,"Genel olarak öğrenciler bu hocadan memnun değildir. Bence gayet iyidir. Sınav haftasında bile ders işler ama bunların dışında iyi ders anlatır. Sınavları da kolaydır, deftere ne yazdırdıysa ondan sorar. İyi de puan verir.",0.0
Mühendislik Fakültesi,üniversite,1.0,1,1,1,1,1,"Kariyeri bir anda parlayan, bölümün kendisine verdiği kişisel web sitesinde yeni satın aldığı villa resmini koyan şahsına münhasır bir insandır. Yardım etmeyi sevmez. Bölümün en kötü dönemi kendisi bölüm başkanı iken yaşanmıştır.",0.0
Mühendislik Fakültesi,üniversite,1.4,3,1,1,1,1,Egosu yüksek bir hocamız. Küçük dağları ben yarattım havasında. Tavsiye etmem. Mümkün olduğunca ders almamaya çalışın. Kasılmaktan ders anlatamaz.,0.0
Mühendislik Fakültesi,üniversite,5.0,5,5,5,5,5,"Bölümün en sevilen hocalarından biridir. Çok yardımcı olur, anlatır. Konusuna çok hakimdir. Bu hocayı da sevmezseniz sorunu kendinizde arayın, öyle bir insandır.",1.0
Mühendislik Fakültesi,üniversite,4.0,3,4,4,4,5,"On numara hocadır. Defalarca sor, defalarca anlatır, yardımcı olur. Elektronik bilgisi müthiştir.",1.0
Mühendislik Fakültesi,üniversite,1.4,3,1,1,1,1,"Başka üniversitelerden aldığı soruları soran bir hocadır ama eksik kopyalar verdiği bilgiler eksiktir. Oda kapısını kilitler, açmaz; soru sorulmaz, ilginç adamdır.",0.0
Tarih,lise,3.8,3,4,4,4,4,Yorum yok.,1.0
Felsefe,lise,1.0,1,1,1,1,1,Bir dakika geç kaldım diye yok yazmıştı zamanında.,0.0
Almanca,lise,1.0,1,1,1,1,1,Yorum yok.,0.0
Türk Dili ve Edebiyatı,lise,2.9,2,3.5,3,3,3,Yorum yok.,
Biyoloji,lise,1.0,1,1,1,1,1,Az kolay sorsun.,0.0
Almanca,lise,5.0,5,5,5,5,5,"Dersime iyiki girmiş. Almanca konusunda oldukça uzman, fedakar bir insan.",1.0
Fen Edebiyat Fakültesi,üniversite,4.0,3,4,4,5,4,Tatlı ve halden anlayan bir insandır.,1.0
Fen Edebiyat Fakültesi,üniversite,4.3,3.5,4.5,4,4.5,5,"Çok severiz, öneririz.",1.0
Fen Edebiyat Fakültesi,üniversite,4.5,3,4.5,5,5,5,Çok yardımsever bir hocamızdır.,1.0
Türk Dili ve Edebiyatı,lise,5.0,5,5,5,5,5,Mükemmel.,1.0
Müzik,lise,5.0,5,5,5,5,5,"Hocamız bir müzisyen yetiştirir gibi yetiştirdi. 
Kolaylık (Sınavlar / Ödevler)   Çok Kolay
Anlaşılırlık   Çok Net
Erişilebilirlik   Çok Kolay
Yardımseverlik   Çok Yardımsever",1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.4,3,5,4,5,5,Alanında en iyisi. Hocamızın derslerini alan biri kesinlikle pişman olmaz.,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.8,5,5,4,5,5,Dersi alırken mecburiyetten almıştım ama sonrasında iyi ki almışım dedim. Gerek anlatımı gerekse mükemmel kişiliği ile çok teşekkür ediyorum kendisine.,1.0
Kimya,lise,4.2,2,5,4,5,5,"Yaşama sevinci dolu, zeki kadın.",1.0
Hukuk Fakültesi,üniversite,4.31,3.39,4.63,4.56,4.45,4.52,Final notunu akademik takvimin üstüne 14 gün geçmesine rağmen açıklayamayacak kadar yoğun bir hocamız. Kıymetini bilin.,1.0
Matematik,lise,5.0,5,5,5,5,5,Yorum yok.,1.0
Biyoloji,lise,5.0,5,5,5,5,5,Çok iyi bir öğretmen.,1.0
İngilizce,lise,4.6,5,4,5,5,4,Yorum yok.,1.0
Matematik,lise,2.7,2.5,2.5,2.5,3,3,Sınav notlarını 2 ay sonra yazıyor. Bazen hiç yazmıyor. Sınavları çok zor oluyor. Dersleri kısa yol yerine uzun yoldan anlatıyor. Kafalarımız çok karışıyor.,
Türk Dili ve Edebiyatı,lise,2.0,1,2,5,1,1,Mükemmel bir hoca. Azar işitmediğim dersi yok. Sınavları çok zor soruyor. Dersi güzel anlatıyor.,0.0
Matematik,lise,1.8,1,1,1,5,1,"Klasik, kompleksli hocalarımızdan bir tanesi daha. :) Lise düzeyine uygun olmayan, öğrenciye düşmanlık besleyen düşünce tarzı ve davranışlarıyla çoğunlukla veliler ve öğrenciler tarafından şikayet edilen bir ''öğretmen''.",0.0
Coğrafya,lise,3.0,3,2,2,4,4,Yorum yok.,
Felsefe,lise,4.8,5,5,4,5,5,Yorum yok.,1.0
Fizik,lise,4.0,3,4,4,4,5,Yorum yok.,1.0
Fizik,lise,4.0,3,4,3,5,5,Yorum yok.,1.0
Kimya,lise,2.6,2,3,3,3,2,Yorum yok.,
Kimya,lise,4.4,3,5,5,5,4,Yorum yok.,1.0
Kimya,lise,3.6,4,3,3,4,4,Yorum yok.,1.0
Matematik,lise,3.8,3,3,3,5,5,Yorum yok.,1.0
Matematik,lise,4.4,4,5,4,4,5,Yorum yok.,1.0
Matematik,lise,4.2,4,5,4,4,4,Yorum yok.,1.0
Matematik,lise,2.6,3,2,2,3,3,Yorum yok.,
Matematik,lise,2.7,2.5,2.5,2.5,3,3,Yorum yok.,
Müzik,lise,2.2,2,3,2,3,1,Yorum yok.,0.0
Tarih,lise,2.0,2,1,2,3,2,Yorum yok.,0.0
Tarih,lise,3.4,3,3,3,4,4,Yorum yok.,
Tarih,lise,2.4,3,2,2,3,2,Yorum yok.,0.0
Türk Dili ve Edebiyatı,lise,2.6,3,2,2,4,2,Yorum yok.,
Türk Dili ve Edebiyatı,lise,4.8,5,5,4,5,5,Yorum yok.,1.0
Türk Dili ve Edebiyatı,lise,2.6,2,2,3,3,3,Yorum yok.,
Türk Dili ve Edebiyatı,lise,4.8,4,5,5,5,5,Yorum yok.,1.0
Mühendislik Fakültesi,üniversite,4.36,3.63,4.49,4.65,4.41,4.63,Güzel sohbeti ve anlatımıyla en sevdiğimiz hocalardan biri kendileri.,1.0
